,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
90,hualmay,3.0707,172.7902,81.84,76,2,11.18,KI,1616126456
91,thompson,42.2506,-75.833,34,74,1,18.41,US,1616126458
92,dolores,10.9995,122.6711,87.96,61,67,8.79,PH,1616126460
93,samusu,24.3448,124.1572,77,73,20,9.22,JP,1616126461
94,upernavik,65,-15,39.2,81,0,4.61,IS,1616126462
95,hithadhoo,-36.413,-71.9028,48.2,100,0,2.3,CL,1616126463
96,cairns,38.2545,-104.6091,44.6,36,1,6.91,US,1616126360
97,mayo,73.5069,80.5464,-25.58,96,41,9.4,RU,1616126465
98,punta arenas,70.9821,25.9704,25.03,72,100,39.01,NO,1616126466
99,gangotri,27.1467,57.0801,73.4,49,20,4.61,IR,1616126467
100,palabuhanratu,-20.5667,164.2833,81.79,72,100,5.7,NC,1616126468
101,mokhsogollokh,1.3292,172.9752,86,66,20,9.22,KI,1616126469
102,east london,5.4112,100.3354,89.6,48,20,3.44,MY,1616126229
103,ternate,17.6667,-100,65.19,79,27,6.06,MX,1616126471
104,beringovskiy,66.3167,-179.1667,-12.69,81,0,1.32,RU,1616126473
105,butaritari,-3.1374,142.3475,86.41,63,89,8.23,PG,1616126474
106,broome,8.6882,-73.6645,77.11,86,100,0.96,CO,1616126476
107,belushya guba,65.5833,-171,-11.07,91,0,1.41,RU,1616126478
108,taolanaro,35.7835,-78.6331,64,88,20,5.32,US,1616126226
109,dingle,-36.413,-71.9028,48.2,100,0,2.3,CL,1616126489
110,ishigaki,71.9667,102.5,-13.59,92,100,10.56,RU,1616126492
111,east hemet,24.3126,109.3892,77.16,74,100,12.01,CN,1616126498
112,cape coast,26.326,43.975,64.4,45,0,5.75,SA,1616126502
113,pueblo,-41.2833,173.2833,66.99,55,0,1.99,NZ,1616126384
114,dikson,38.0507,58.2056,57.2,72,75,13.8,TM,1616126512
115,honningsvag,50.7167,-2,48.99,83,100,7,GB,1616126513
116,minab,-19.0047,-57.6017,72.72,97,99,1.52,BR,1616126514
117,koumac,34.6391,-120.4579,55.4,76,20,2.55,US,1616126270
118,bairiki,62.2266,-6.589,44.6,100,75,14.97,FO,1616126515
119,georgetown,-33.0117,17.9442,62.2,88,99,14.99,ZA,1616126516
120,dzilam gonzalez,-24.8667,113.6333,93.2,24,0,12.66,AU,1616126517
121,guerrero negro,42.097,-79.2353,30.2,55,1,18.84,US,1616126518
122,egvekinot,13.9297,41.6925,83.61,39,97,11.21,ER,1616126521
123,aitape,77.484,-69.3632,-12.15,82,48,6.93,GL,1616126523
124,pelaya,36.5939,-6.233,44.6,65,0,5.75,ES,1616126397
125,lavrentiya,43.7333,-87.9334,35.6,48,1,16.11,US,1616126402
126,quatre cocos,65.8167,87.9833,1.63,94,99,8.63,RU,1616126525
127,wake forest,64.2539,-15.2082,44.69,90,25,15.88,IS,1616126526
128,ngukurr,22.2855,114.1577,80.01,81,70,3,HK,1616126415
129,cape town,78.2186,15.6401,30.2,100,90,31.07,SJ,1616126527
130,khatanga,41.3712,-73.414,39.99,86,100,7,US,1616126528
131,liuzhou,51.3813,1.3862,46,78,88,5.01,GB,1616126529
132,buraydah,-25.2406,130.9889,84.2,21,100,17.27,AU,1616126530
133,nelson bay,-13.7,-76.2167,69.01,83,0,9.22,PE,1616126531
134,buzmeyin,-20.4422,-54.8603,75.2,83,20,6.91,BR,1616126532
135,poole,69.3833,178.4167,-16.4,85,0,2.62,RU,1616126533
136,ladario,-30.1811,-50.2056,70.25,81,35,7.72,BR,1616126534
137,lompoc,38.7333,-28.2667,54.43,82,100,17.13,PT,1616126535
138,klaksvik,-4.7561,11.8578,79.21,84,97,3.44,CG,1616126536
139,saldanha,-31.4707,19.776,53.49,76,0,3.74,ZA,1616126538
140,carnarvon,60.1432,-45.2371,25.61,72,96,2.15,GL,1616126539
141,jamestown,-37.6167,-73.65,52.77,88,3,3.24,CL,1616126540
142,edd,-31.6308,-71.1653,50.07,91,0,0.16,CL,1616126541
143,qaanaaq,28.3305,75.0632,85.21,17,96,3.36,IN,1616126542
144,puerto ayora,-26.6481,15.1594,63.36,63,35,14.88,NA,1616126542
145,sheboygan,39.1672,8.5222,42.01,100,4,5.75,IT,1616126543
146,turukhansk,-2.9178,-40.1717,75.87,89,83,4.52,BR,1616126544
147,hofn,46.7208,-92.1041,32,86,1,3.44,US,1616126525
148,victoria,-34.5322,20.0403,60.8,94,100,6.91,ZA,1616126546
149,longyearbyen,-12.1167,-73,68.81,99,100,1.66,PE,1616126547
150,bethel,31.8111,121.655,54,94,100,12.28,CN,1616126548
151,margate,-2.0833,101.3833,76.33,79,67,2.1,ID,1616126549
152,yulara,-33.0393,-71.6273,51.8,100,0,1.14,CL,1616126550
153,pisco,5.9622,124.6697,89.6,51,40,8.05,PH,1616126551
154,terenos,40.1629,-8.3327,52,59,15,4,PT,1616126551
155,leningradskiy,4.1363,96.1285,84.45,71,83,0.31,ID,1616126555
156,cidreira,35.1333,140.3,62.01,55,75,14.97,JP,1616126556
157,jiddah,69.4865,88.3972,-15.59,95,100,6.02,RU,1616126557
158,ponta do sol,53.9763,17.8003,30,84,97,5.26,PL,1616126559
159,loandjili,27.8964,102.2634,71.19,29,1,4.43,CN,1616126421
160,calvinia,68.2191,-135.0107,-9.4,77,40,2.3,CA,1616126560
161,nanortalik,-21.55,167.8833,79,69,100,14.74,NC,1616126562
162,lebu,52.7876,27.5415,27.68,90,100,2.86,BY,1616126563
163,illapel,-22.6667,167.4833,76.69,77,98,16.44,NC,1616126564
164,dhadar,47.6666,-52.7314,36,87,90,24.16,CA,1616126565
165,luderitz,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126403
166,carbonia,63.8424,-22.4338,44.6,100,90,23.02,IS,1616126567
167,cruz,70.3705,31.1107,14,85,20,10.36,NO,1616126568
168,superior,-29.9533,-71.3436,59,77,0,3.44,CL,1616126504
169,bredasdorp,42.8,93.45,35.87,22,1,4.92,CN,1616126569
170,pangoa,29.5833,-9.5,52.92,76,97,8.9,MA,1616126570
171,huilong,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126294
172,sungaipenuh,66.0449,-17.3389,46.4,71,75,12.66,IS,1616126572
173,valparaiso,21.2833,-88.2667,73.45,89,11,5.39,MX,1616126572
174,tambilil,50.6789,156.125,31.93,91,73,8.7,RU,1616126574
175,lata,40.4833,21.55,35.6,75,100,2.3,GR,1616126575
176,meulaboh,63.2842,118.3319,21.02,88,100,12.5,RU,1616126576
177,katsuura,13.0667,-3.0667,74.17,15,37,2.66,BF,1616126577
178,talnakh,3.5679,98.956,87.8,66,40,10.36,ID,1616126423
179,nizhneyansk,35.2226,-97.4395,43,75,1,8.05,US,1616126399
180,stony plain,68.75,161.3,-13.04,88,0,6.44,RU,1616126579
181,xichang,59.5833,151.2833,14.92,60,0,8.08,RU,1616126580
182,aklavik,29.1614,16.139,63.46,33,73,24.14,LY,1616126581
183,kytlym,15.7432,-96.4661,75.99,64,0,2.33,MX,1616126582
184,tadine,25.5333,-103.25,73.4,16,1,13.04,MX,1616126583
185,salihorsk,69.4541,-133.0374,-14.8,76,40,6.91,CA,1616126584
186,vao,70.0311,20.9714,27.68,57,100,19.28,NO,1616126588
187,torbay,47.4667,84.8667,14.22,78,0,3.24,KZ,1616126589
188,san carlos de bariloche,4.6374,103.4368,84.2,70,40,2.3,MY,1616126590
189,grindavik,51.0693,-1.7957,46.99,87,75,18.41,GB,1616126590
190,vardo,31.4451,12.9801,51.33,86,44,10.22,LY,1616126591
191,coquimbo,53.6597,-1.8537,44.01,91,100,4,GB,1616126592
192,hami,1.2391,23.616,71.19,79,15,1.61,CD,1616126593
193,tiznit,52.3668,-106.9679,39,75,1,5.75,CA,1616126594
194,san quintin,-17.2333,-67.9167,44.31,86,98,5.3,BO,1616126595
195,husavik,-3.4167,114.85,86,70,20,5.75,ID,1616126599
196,panaba,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126601
197,severo-kurilsk,43.7501,-81.7165,30.2,43,83,16.11,CA,1616126414
198,emborion,-0.9131,122.8766,84.7,67,39,1.59,ID,1616126605
199,nyurba,64.75,177.4833,-11,70,0,4.47,RU,1616126608
200,tougan,-43.249,-65.3051,68.52,33,97,21,AR,1616126609
201,perbaungan,7.4167,81.8167,81.97,76,100,7.36,LK,1616126611
202,norman wells,63.7553,121.6247,19.83,89,100,11.95,RU,1616126612
203,cherskiy,36.5,137.8667,57,29,40,3.44,JP,1616126614
204,vaitupu,22.3667,71.9833,82.18,38,0,10.63,IN,1616126616
205,ola,-35.6167,174.5,68,68,27,13,NZ,1616126617
206,waddan,-8.2833,-35.0333,78.8,73,40,6.91,BR,1616126620
207,pochutla,14.9215,-23.5087,68,68,0,12.66,CV,1616126621
208,matamoros,-3.6954,128.1814,89.6,62,40,8.05,ID,1616126622
209,tuktoyaktuk,31.4505,-83.5085,59,63,1,14.97,US,1616126614
210,skjervoy,-46.1333,167.6833,59,73,78,10,NZ,1616126624
211,zaysan,13.2114,12.0241,77.67,17,39,7.43,NE,1616126625
212,paka,-41.0082,-73.1244,48.2,81,20,1.34,CL,1616126626
213,salisbury,50.0334,-66.8654,12.2,52,75,17.27,CA,1616126627
214,mizdah,47.8622,1.8991,39.99,93,90,9.22,FR,1616126628
215,mount gambier,37.4564,118.4856,53.17,22,0,8.86,CN,1616126629
216,basoko,-38.4333,176.35,70,48,52,4.72,NZ,1616126630
217,langham,-6.2222,-57.7528,71.06,98,100,1.79,BR,1616126631
218,patacamaya,20.931,-17.0347,62.6,77,0,17.27,MR,1616126631
219,mahadday weyne,43.6558,-110.7183,37.4,60,1,2.15,US,1616126632
220,martapura,65.9702,-18.5286,46.4,71,75,12.66,IS,1616126633
221,san patricio,-9.1061,124.8925,81.61,74,90,5.5,ID,1616126634
222,goderich,-14.9003,50.2788,77.05,80,89,6.38,MG,1616126635
223,biak,-1.5233,-52.5817,73.71,95,100,1.19,BR,1616126636
224,anadyr,-6.4333,39.55,73.4,100,20,3.85,TZ,1616126637
225,trelew,42.0304,-8.1588,41,77,24,7,PT,1616126638
226,kalmunai,50.2261,136.8994,29.62,73,93,3.11,RU,1616126639
227,vilyuysk,-45.5752,-72.0662,44.22,95,66,6.24,CL,1616126639
228,omachi,70.8578,29.0864,17.6,79,0,27.63,NO,1616126641
229,dhandhuka,17.486,120.4348,90.37,54,12,9.57,PH,1616126642
230,ngunguru,70.9963,24.6622,23,63,0,17.27,NO,1616126643
231,cabo san lucas,5.6667,73,83.21,66,66,7.47,MV,1616126643
232,praya,-4.3878,-59.5939,71.15,99,100,2.37,BR,1616126644
233,ambon,27.2696,31.1511,53.6,62,0,5.75,EG,1616126645
234,gzhatsk,52.6517,6.3861,33.01,90,0,1.01,NL,1616126646
235,tifton,56.9669,23.1553,24.8,68,0,13.8,LV,1616126647
236,tuatapere,43.4002,-4.0094,51.01,81,75,9.22,ES,1616126648
237,maine-soroa,40.4272,71.7189,48.2,61,100,4.61,UZ,1616126649
238,casma,38.421,-121.4238,54,94,90,5.75,US,1616126650
239,port-cartier,-15.1961,12.1522,72.21,75,57,4.61,AO,1616126653
240,olivet,1.6481,14.5806,69.69,96,92,0.58,CG,1616126654
241,dongying,64.8569,-147.8028,10.99,61,75,5.75,US,1616126655
242,reporoa,-8.0089,-34.8553,78.8,73,40,6.91,BR,1616126655
243,jacareacanga,46.8083,-100.7837,39.2,60,1,11.5,US,1616126412
244,nouadhibou,-0.6136,-47.3561,77.47,87,96,6.87,BR,1616126657
245,moose factory,32.2207,-98.2023,48.2,53,1,8.05,US,1616126658
246,dalvik,52.7105,16.3804,32,100,75,3.44,PL,1616126659
247,atambua,25.7743,-80.1937,75.99,88,20,6.91,US,1616126423
248,antalaha,-40.8135,-62.9967,59.09,38,0,12.37,AR,1616126660
249,almeirim,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126661
250,sokoni,-7.0349,29.7638,71.15,79,25,4.41,CD,1616126662
251,vila velha,-9.0763,143.2092,86.61,65,73,5.95,PG,1616126663
252,amursk,18.7369,7.3853,73.35,18,3,2.35,NE,1616126664
253,coihaique,42.7762,-9.0603,46.99,69,35,5.99,ES,1616126665
254,berlevag,-28.55,16.4333,59.54,86,0,13.04,NA,1616126666
255,santa isabel do rio negro,-9.4333,159.95,84.9,75,97,2.48,SB,1616126667
256,havoysund,63.7506,-68.5145,-22,63,1,11.5,CA,1616126668
257,ugoofaaru,-5.6667,132.75,83.44,68,51,4.32,ID,1616126669
258,borba,67.4667,78.7,-8.55,97,100,7,RU,1616126670
259,abnub,48.0056,91.6419,21.72,56,98,2.57,MN,1616126671
260,fort nelson,53.0452,158.6483,42.8,49,86,4.47,RU,1616126672
261,tukums,48.6499,-53.1147,37,93,100,12.66,CA,1616126673
262,mar del plata,-10.6167,150.6667,85.35,66,50,7.85,PG,1616126674
263,komsomolskiy,-22.0866,-65.5942,48.7,88,82,10.38,BO,1616126675
264,laguna,5.3833,-52.95,75.22,84,27,7.43,GF,1616126677
265,namibe,46.8361,-95.9123,32,64,1,8.19,US,1616126678
266,sembe,66.1451,-65.7125,-17.5,75,0,3.02,CA,1616126679
267,college,55.3422,-131.6461,37.4,100,90,3.44,US,1616126680
268,olinda,6.6518,-10.5932,73.33,97,95,1.16,LR,1616126681
269,bismarck,14.9215,-23.5087,68,68,0,12.66,CV,1616126682
270,salinopolis,28,-15.5,63,63,20,14.97,ES,1616126682
271,stephenville,-16.2325,39.9086,75.79,86,97,4.23,MZ,1616126686
272,wronki,9.3094,42.1258,60.57,79,5,1.57,ET,1616126687
273,miami,-16.7,-151.0167,82.49,63,67,2.95,PF,1616126687
274,viedma,-32.25,148.6167,80.6,44,40,19.57,AU,1616126689
275,san ramon,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126661
276,port elizabeth,10.5669,72.642,83.79,66,48,8.21,IN,1616126690
277,daru,-42.7167,170.9667,63.19,77,0,11.05,NZ,1616126691
278,arlit,56.3444,114.8794,22.19,78,99,0.85,RU,1616126693
279,muros,57.1281,73.8282,21.6,79,100,10.42,RU,1616126694
280,oranjemund,-3.8004,102.2655,79.56,75,100,2.13,ID,1616126695
281,honiara,-16.4833,-151.75,82.47,64,57,3.85,PF,1616126696
282,iqaluit,34.3142,47.065,42.8,61,0,4.61,IR,1616126697
283,huazolotitlan,52.1415,-122.1445,41,60,75,13.8,CA,1616126698
284,tual,-7.2597,-34.9075,77,94,20,3.44,BR,1616126699
285,tazovskiy,-21.3585,55.7679,79,69,0,4.61,RE,1616126700
286,hovd,64.5667,143.2,-1.12,87,98,6.98,RU,1616126703
287,petropavlovsk-kamchatskiy,24.6877,46.7219,68,37,1,4.61,SA,1616126704
288,bonavista,42.5001,-70.8578,41,87,90,14.97,US,1616126420
289,samarai,28.2211,61.2158,67.73,29,1,3.4,IR,1616126705
290,villazon,-39.2,173.8833,66,59,0,4,NZ,1616126706
291,da nang,47.8405,-83.4034,14.49,87,0,0.4,CA,1616126707
292,sinnamary,62.5333,155.8,-4.52,89,100,8.72,RU,1616126708
293,careiro da varzea,44.8101,-68.9134,33.8,40,75,19.57,US,1616126709
294,richards bay,32.3502,-85.1999,51.8,62,90,10.36,US,1616126416
295,pangnirtung,3.377,98.6189,87.8,66,40,10.36,ID,1616126710
296,ketchikan,-3.41,-39.0306,82,75,40,15.99,BR,1616126711
297,new norfolk,38.4953,102.1739,38.23,38,99,15.7,CN,1616126712
298,praia,68.6073,31.7962,10.4,92,75,2.24,RU,1616126713
299,canaries,-1.2675,116.8289,89.6,62,20,9.22,ID,1616126714
300,angoche,15.435,119.9045,85.77,69,89,8.05,PH,1616126715
301,harer,11.2842,49.1816,76.53,66,31,6.89,SO,1616126720
302,fare,69.7008,170.3133,-16.64,86,13,2.89,RU,1616126721
303,dubbo,-10.1667,123.5833,86,74,40,11.5,ID,1616126723
304,san cristobal,16.9833,73.3,83.08,50,74,5.86,IN,1616126725
305,kavaratti,18.7667,84.4167,89.82,28,100,6.73,IN,1616126726
306,hokitika,41.3042,-82.9752,36,67,100,3,US,1616126465
307,taksimo,43.6702,-7.4101,42.01,89,100,5.99,ES,1616126728
308,znamenskoye,21.2667,-97.45,64.22,83,0,4.07,MX,1616126729
309,bengkulu,-34.0033,24.7314,68,79,1,4,ZA,1616126730
310,faanui,57.0531,-135.33,37.4,56,40,6.91,US,1616126731
311,kermanshah,42.9348,10.5221,42.01,50,5,3,IT,1616126732
312,williams lake,4.9333,-52.3333,78.01,94,42,7.05,GF,1616126733
313,conde,52.1657,109.7726,21.72,69,2,7.56,RU,1616126734
314,okandja,44.1003,-70.2148,35.6,41,40,14.97,US,1616126631
315,saint-philippe,37.5683,126.9778,62.6,34,0,8.05,KR,1616126719
316,ust-nera,48.4982,6.6557,37.4,87,90,2.3,FR,1616126737
317,riyadh,0.408,9.4328,75.9,88,100,5.08,GA,1616126738
318,marblehead,45.3353,42.8547,35.6,87,0,13.42,RU,1616126739
319,khash,-20.5167,57.5167,73.4,88,40,1.14,MU,1616126739
320,okato,38.3,21.7833,50,93,90,8.3,GR,1616126740
321,chapleau,40.5982,-124.1573,50,100,90,5.75,US,1616126741
322,omsukchan,51.6708,82.7289,20.57,76,0,3.44,RU,1616126742
323,hermon,-21.2078,-159.775,82.4,74,20,10.36,CK,1616126743
324,russell,19.5539,99.7405,78.8,73,27,3.44,TH,1616126744
325,kuala terengganu,-17.5333,-149.3333,86,66,40,4.61,PF,1616126745
326,paracuru,-23.865,35.3833,74.46,81,6,3.2,MZ,1616126746
327,jinchang,18.2242,121.3791,81.63,88,70,4.5,PH,1616126747
328,verkhnetulomskiy,63.7256,8.834,35.6,93,40,13.8,NO,1616126747
329,balikpapan,36.5939,-6.233,44.6,65,0,5.75,ES,1616126751
330,palauig,-1.8333,-65.3667,72.25,97,91,3.04,BR,1616126752
331,marv dasht,-14.8333,-64.9,66.33,97,98,2.37,BO,1616126752
332,batemans bay,25.3833,97.4,95.85,16,28,1.48,MM,1616126753
333,bosaso,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126716
334,pevek,19.9333,-105.25,62.01,84,0,3.09,MX,1616126756
335,road town,36.5939,-6.233,44.6,65,0,5.75,ES,1616126757
336,kupang,-35.1,173.7833,68,68,41,13,NZ,1616126758
337,pinotepa nacional,0.3925,9.4537,75.65,89,100,4.9,GA,1616126759
338,ratnagiri,43.3236,145.575,32,59,75,8.05,JP,1616126584
339,palasa,8.25,34.5833,78.55,62,100,6.71,ET,1616126761
340,clyde river,44.0167,87.3167,28.4,64,0,2.24,CN,1616126762
341,cervo,-0.2167,20.8667,69.42,95,98,1.16,CD,1616126763
342,tamiahua,22.1833,75.5833,71.6,53,40,6.91,IN,1616126763
343,kruisfontein,39.4735,-118.7774,59,33,75,19.57,US,1616126764
344,bo phloi,0.3833,9.7833,72.81,96,100,2.17,GA,1616126765
345,sitka,34.6851,135.8049,62.6,29,0,3.44,JP,1616126490
346,piombino,-21.0908,-45.0914,66.18,89,100,3.13,BR,1616126617
347,cheuskiny,61.95,159.2333,12.51,78,100,12.71,RU,1616126769
348,cayenne,43.2128,-75.4557,33.8,37,1,9.22,US,1616126653
349,khorinsk,-7.7136,-66.9764,73.22,98,99,2.89,BR,1616126771
350,lewiston,-0.7193,8.7815,80.85,75,81,4.03,GA,1616126772
351,seoul,34.8791,-76.9013,68,91,67,4,US,1616126773
352,great yarmouth,17.486,120.4348,90.37,54,12,9.57,PH,1616126774
353,flin flon,27.85,-105.4833,56.08,18,0,6.51,MX,1616126775
354,louis trichardt,50,88.6667,5.7,80,49,1.32,RU,1616126776
355,svetlograd,22.7333,77.4333,68,83,75,5.75,IN,1616126777
356,souillac,41.7597,86.1469,34.54,82,91,5.44,CN,1616126778
357,rio gallegos,13.3034,-4.8956,77.11,14,89,8.28,ML,1616126779
358,fortuna,39.1502,-123.2078,51.8,87,90,4.61,US,1616126405
359,krasnoshchekovo,9.4942,50.8122,77.72,72,63,7.67,SO,1616126785
360,avarua,54.2797,-0.4044,43,95,100,5.01,GB,1616126763
361,phan rang,-28.24,-48.6703,73.4,78,40,10.36,BR,1616126787
362,tiarei,36.7186,15.0907,43,93,21,6.91,IT,1616126787
363,inhambane,59.3833,143.3,17.47,64,0,21.85,RU,1616126788
364,swan hill,35.465,-6.0348,55.4,82,0,9.22,MA,1616126789
365,sistranda,-9.1667,-60.6333,70.92,98,100,2.17,BR,1616126790
366,puerto madryn,32.6475,110.7781,47.79,65,89,6.44,CN,1616126791
367,maraa,38.146,13.0844,46.4,66,40,4.61,IT,1616126792
368,trinidad,42.2401,125.7172,50.85,27,11,2.13,CN,1616126793
369,myitkyina,66.9672,30.3491,2.7,89,0,3.47,RU,1616126794
370,san rafael,41.1573,-85.4883,34,61,100,7,US,1616126795
371,zaplyusye,9.4008,-0.8393,84.97,55,100,8.55,GH,1616126795
372,tomatlan,41.7001,-71.4162,41,93,90,20.71,US,1616126797
373,puerto colombia,52.3305,-0.1865,45,92,99,5.99,GB,1616126798
