,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,saint-augustin,46.7031,41.7192,3.59,73,100,9.31,RU,1615870789
372,wanning,4.5721,28.3955,20.27,88,100,1.18,SS,1615870790
373,port augusta,-21.3667,55.6167,29.44,65,0,2.57,RE,1615870790
374,paracuru,57.3064,88.1667,-11.24,89,100,4.76,RU,1615870791
375,jinka,-38.2667,141.9667,16.99,64,47,4.75,AU,1615870792
376,saint-leu,23.7833,85.9667,33.1,13,0,2.54,IN,1615870793
377,broken hill,6.3807,-10.6953,24.86,92,55,2.46,LR,1615870794
378,mys shmidta,48.4982,6.6557,3,81,75,3.6,FR,1615870794
379,kirksville,31.3224,-92.4343,21,78,1,2.06,US,1615870712
380,mareeba,15.7432,-96.4661,25,86,0,0.89,MX,1615870796
381,cabo san lucas,53.0452,158.6483,0,100,90,1,RU,1615870796
382,benjamin hill,18.3851,42.4509,16,51,0,2.57,SA,1615870797
383,kaitangata,-2.9248,-39.9167,24.56,85,2,1.19,BR,1615870799
384,yar-sale,13.5928,-89.8275,25.59,81,19,2.62,SV,1615870557
385,oktyabrskiy,40.4897,68.7842,4.83,48,2,1.89,UZ,1615870800
386,richards bay,-20.5167,57.5167,28,74,75,5.66,MU,1615870801
387,dergachi,26.4831,87.2834,31.1,18,0,3.53,NP,1615870803
388,camopi,59.1109,10.3933,2.22,75,0,3.09,NO,1615870806
389,bardiyah,7.1053,-77.7641,23.67,88,84,2.42,CO,1615870809
390,tuskegee,18.9333,84.6,31.38,36,0,2.4,IN,1615870812
391,sundvollen,34.9833,139.8667,19,59,40,10.29,JP,1615870815
392,bani,12.7,77.7,31.67,28,29,4.12,IN,1615870817
393,kwekwe,33.3406,44.4009,18,48,75,7.2,IQ,1615870818
394,xambioa,-17.3019,31.3306,16.67,89,60,2.24,ZW,1615870819
395,monte santo,52.6517,6.3861,5,86,29,3.96,NL,1615870820
396,grindavik,44.1667,66.75,-3.65,74,26,3,KZ,1615870821
397,zhigansk,-8.19,114.9675,31,70,20,2.57,ID,1615870822
398,ixtapa,70.2396,22.3479,-4,93,90,0.51,NO,1615870823
399,kuah,29.75,78.5333,25,44,0,2.67,IN,1615870824
400,geraldton,4.1363,96.1285,28.56,76,86,1.73,ID,1615870825
401,vila,7.3833,8.5667,25.25,71,100,4.28,NG,1615870826
402,sorland,25.1216,62.3254,25.31,62,88,1.34,PK,1615870827
403,celestun,65.8167,87.9833,-14.89,91,100,4.06,RU,1615870828
404,milove,-5.041,18.8162,21.02,93,100,0.93,CD,1615870829
405,alotau,41.3042,-82.9752,1.67,84,100,3.47,US,1615870830
406,tautira,31.0093,-85.7444,19.44,88,20,2.06,US,1615870831
407,proletarsk,62.6683,131.1683,-13.36,90,100,2.38,RU,1615870832
408,yambio,23.5656,116.8194,27,50,20,3,CN,1615870834
409,saint-joseph,6.7989,81.4808,30,74,20,5.14,LK,1615870834
410,teguldet,-7.5547,-35.4531,23,83,40,3.09,BR,1615870835
411,saint george,-14.4739,-48.4597,20.44,91,63,0.46,BR,1615870836
412,codrington,-27.31,31.892,20.56,90,0,0.71,SZ,1615870837
413,bokaro,-20.4839,-45.7989,17.97,91,98,1.03,BR,1615870838
414,half moon bay,5.4116,-76.4152,23.02,96,100,0.49,CO,1615870839
415,flin flon,4.8699,-2.2405,26.28,87,46,3.46,GH,1615870840
416,pineville,-7.0349,29.7638,22.5,77,80,1.71,CD,1615870840
417,pochutla,-10.4,40.3333,24,94,20,4.12,TZ,1615870841
418,petropavlovsk-kamchatskiy,20.5022,-10.0711,19.5,19,0,3.53,MR,1615870842
419,faya,7.9178,98.3332,31,55,20,4.63,TH,1615870589
420,urbano santos,39.3558,-9.3811,13.89,87,36,0.45,PT,1615870843
421,marcona,36.2642,2.7539,3,100,20,1.47,DZ,1615870844
422,itarema,2.7858,24.73,20.51,99,100,0.68,CD,1615870845
423,acajutla,19.8,85.85,33,33,0,2.57,IN,1615870846
424,guliston,42.9019,133.9064,3.02,51,5,8.02,RU,1615870847
425,tidore,36.2505,-121.2516,0,96,0,2.44,US,1615870848
426,souillac,28.2719,83.5898,26.37,20,0,2.39,NP,1615870849
427,biratnagar,-0.95,-80.7333,26,89,90,1.54,EC,1615870850
428,tjome,-20.2833,44.2833,25.79,81,48,1.97,MG,1615870851
429,jurado,-2.5447,14.7533,19.64,93,100,1.76,CG,1615870851
430,sompeta,38.0667,116.5667,13.17,17,15,2.84,CN,1615870852
431,tateyama,13.3034,-4.8956,23.04,16,0,3.37,ML,1615870729
432,anekal,49.1747,-121.9443,4,75,48,1.03,CA,1615870854
433,baghdad,47.8169,-79.8664,-8,57,1,3.09,CA,1615870855
434,bindura,0.3546,37.5822,21.95,72,32,3,KE,1615870856
435,fort nelson,-21.15,149.2,30,66,24,5.14,AU,1615870857
436,shieli,26.5622,31.745,17.26,51,0,4.72,EG,1615870857
437,banjar,-6.6603,-69.8736,22.5,94,80,0.67,BR,1615870706
438,oksfjord,55.7503,38.0042,1.67,93,75,2,RU,1615870859
439,kotdwara,42.9422,126.0561,0.59,28,5,7.87,CN,1615870860
440,meulaboh,69.1036,15.9492,2,75,90,7.72,NO,1615870861
441,yaan,-4.6,34.35,17.77,80,19,2.94,TZ,1615870862
442,gwadar,-11.3847,43.2844,26,83,20,2.06,KM,1615870862
443,plataiai,-21.1333,164.9,27.99,68,7,3.63,NC,1615870863
444,turukhansk,-22.6667,167.4833,24.85,81,77,5.64,NC,1615870864
445,henties bay,57.5058,-1.7981,5,100,75,2.57,GB,1615870864
446,kikwit,-0.5854,-80.0049,21.54,95,100,0.45,EC,1615870865
447,clyde river,54.05,122.9,-5.49,67,0,3.95,RU,1615870866
448,black river,42.4308,130.6434,3.82,42,17,9.37,RU,1615870867
449,borogontsy,13.3034,-4.8956,23.04,16,0,3.37,ML,1615870625
450,kazalinsk,13.0667,-59.5333,25,73,20,4.63,BB,1615870868
451,dongli,65.7,82.4667,-18.18,91,100,4.29,RU,1615870869
452,wattegama,-24.85,152.35,23,88,90,9.77,AU,1615870870
453,macaparana,68.0546,166.4372,-20.17,82,100,0.76,RU,1615870870
454,niquelandia,27.2574,33.8129,19,39,0,3.09,EG,1615870871
455,lavumisa,15.6064,-13.3211,21.68,17,0,2.55,SN,1615870872
456,pimenta bueno,-10.2667,40.1833,24,94,20,4.12,TZ,1615870873
457,bagado,4.7413,22.8184,21.66,97,100,2.22,CF,1615870874
458,axim,28.5,81.1333,32.05,11,0,3.42,NP,1615870874
459,port moresby,45.5234,-122.6762,4.44,75,75,1.87,US,1615870230
460,madimba,15.8436,-96.3267,25,86,0,0.89,MX,1615870828
461,adrar,-18.0607,13.84,18.37,88,85,0.65,NA,1615870876
462,kathu,63.7506,-68.5145,-31.67,68,1,5.14,CA,1615870877
463,peniche,59.5714,7.9877,-1.11,84,0,2.3,NO,1615870878
464,medea,43.0645,44.7417,0,100,90,2,RU,1615870878
465,buta,43.3578,76.8594,-4,80,75,1,KZ,1615870879
466,puri,30.6485,-91.1565,21.67,94,90,2.57,US,1615870880
467,preobrazheniye,66.9395,-53.6735,-15.41,97,100,6.76,GL,1615870880
468,monterey,42.7333,-96.2336,0.56,100,90,3.09,US,1615870881
469,baglung,25.7,82.7333,28,51,0,2.57,IN,1615870882
470,manta,4.4148,114.0089,31,74,40,4.12,MY,1615870882
471,morondava,53.6679,87.4362,-8.58,83,100,3.23,RU,1615870883
472,djambala,35.9975,45.8853,8.43,60,82,3.03,IR,1615870884
473,botou,-0.9492,100.3543,29,79,75,2.57,ID,1615870885
474,san pedro,6.15,73.2667,28.95,67,4,5.69,MV,1615870885
475,chilliwack,54.7766,11.5002,3.33,87,0,0.89,DK,1615870886
476,englehart,4.8845,-1.7554,26.07,86,97,3.48,GH,1615870887
477,isiolo,9.4427,-0.0099,28.65,51,65,3.97,GH,1615870887
478,mackay,12.0564,-61.7485,26,83,20,4.63,GD,1615870888
479,akhmim,47.6967,131.0981,1.4,46,96,5.95,RU,1615870889
480,eirunepe,-18.8333,-63.4667,18.78,96,100,0.23,BO,1615870890
481,zheleznodorozhnyy,28.45,77.7,25,69,0,3.09,IN,1615870890
482,panshi,-6.8205,30.4389,21.61,81,83,3.34,TZ,1615870891
483,myre,50.3164,-122.8027,2,93,24,0.51,CA,1615870892
484,ndago,-30.5983,-71.2003,10.57,90,0,0.6,CL,1615870892
485,mitsamiouli,36.1501,-86.7833,16.11,94,20,2.57,US,1615870710
486,pouembout,4.375,-7.7169,25.91,87,75,2.63,LR,1615870894
487,vao,26.8833,-111.9833,15.86,42,74,1.76,MX,1615870895
488,peterhead,52.4906,48.1058,-9.26,86,87,3.87,RU,1615870896
489,santo antonio do ica,42.4668,-70.9495,-6.67,38,1,4.63,US,1615870897
490,urusha,-23.5333,148.1667,29,58,75,3.09,AU,1615870897
491,khasan,-12,-42,16.46,90,43,2,BR,1615870898
492,lolua,20.8947,-156.47,24,78,40,3.09,US,1615870758
493,san jeronimo,-23.65,-70.4,18,88,0,3.6,CL,1615870563
494,oistins,30.15,62.6,19.21,19,14,2.5,AF,1615870900
495,krasnoselkup,3.9366,41.867,27.01,66,99,5.53,KE,1615870832
496,bundaberg,36.2167,138.4833,16.67,54,75,8.75,JP,1615870901
497,bilibino,42.8108,0.7105,6.67,88,96,1.75,ES,1615870902
498,hurghada,-35.35,150.4667,22,64,75,6.69,AU,1615870902
499,ourossogui,-13.2,49.05,26.59,86,33,0.67,MG,1615870903
500,batemans bay,38.2859,-91.7204,8,93,90,2.06,US,1615870904
501,mtwara,37.811,-2.5412,6.11,79,1,1.98,ES,1615870905
502,bangassou,51.0333,-4.2167,9.44,97,91,2.24,GB,1615870905
503,tikapur,32.9652,131.3785,15,82,71,4.02,JP,1615870906
504,portland,18.0858,-15.9785,19,77,0,4.63,MR,1615870907
505,huatulco,-18.65,-173.9833,30,70,20,4.12,TO,1615870873
506,opuwo,20.5169,-13.0499,21.67,24,0,3.46,MR,1615870908
507,iqaluit,22.6783,-3.9836,19.23,21,55,5.38,ML,1615870909
508,amot,32.6881,128.8419,17,94,75,2.06,JP,1615870909
509,oktyabrskoye,41.1231,80.2644,14.05,30,22,2.66,CN,1615870910
510,boralday,59.7654,60.0085,-4.2,88,92,3.02,RU,1615870911
511,zachary,29.1872,-82.1401,18.33,94,1,2.9,US,1615870911
512,sisimiut,-2.8856,-40.12,25,83,3,1.77,BR,1615870822
513,sioux lookout,18.7369,7.3853,21.28,21,7,3.26,NE,1615870913
514,zafarabad,14.9215,-23.5087,19,82,0,3.6,CV,1615870913
515,miri,49.8167,-94.4337,0,47,1,2.57,CA,1615870693
516,tayzhina,71.0357,27.8492,-2,59,75,7.72,NO,1615870915
517,baneh,-2.0226,147.2712,29.72,65,31,2.91,PG,1615870890
518,padang,-23.85,151.25,25,83,75,7.2,AU,1615870916
519,funadhoo,8.2,-59.7833,23.07,91,92,1.65,GY,1615870916
520,maribo,17.6667,-100,19.67,82,20,2.69,MX,1615870917
521,takoradi,-35.1,173.7833,22.78,74,100,1.79,NZ,1615870918
522,yendi,45.0503,136.6092,4.45,75,97,3.15,RU,1615870919
523,saint-georges,54.4253,119.9327,-8.17,68,0,1.17,RU,1615870919
524,amurzet,49.6167,127.9833,-4.59,73,100,8.02,RU,1615870920
525,abapo,29.9502,-91.7507,23,94,90,5.66,US,1615870921
526,sikandarabad,-28.55,16.4333,16.48,87,92,5.98,NA,1615870921
527,karema,13.3034,-4.8956,23.04,16,0,3.37,ML,1615870625
528,pemberton,60.7167,-46.0333,-1,86,75,10.8,GL,1615870923
529,ovalle,-45.5752,-72.0662,7.31,98,7,2.27,CL,1615870923
530,gulshat,61.1333,74.8167,-6.69,93,98,3.87,RU,1615870924
531,davidson,12.871,11.0482,24.5,21,97,2.88,NG,1615870925
532,harper,-13.5432,23.1047,17.3,98,61,1.28,ZM,1615870925
533,mulege,57.186,14.04,0.56,92,74,1.34,SE,1615870926
534,la ronge,13.3034,-4.8956,23.04,16,0,3.37,ML,1615870803
535,khvalynsk,33.6103,-114.5964,12,37,1,12.35,US,1615870927
536,lynn haven,-28.24,-48.6703,24,94,75,1.03,BR,1615870928
537,emerald,30.8327,-83.2785,17.22,82,1,1.91,US,1615870929
538,bahia honda,-4.45,26.6667,20.89,97,98,0.76,CD,1615870930
539,kahului,33.4982,-93.7771,19,37,1,1.54,US,1615870931
540,antofagasta,24.6,72.7,27.51,12,0,1.47,IN,1615870932
541,rudbar,-30.3023,27.084,15.5,70,16,1.07,ZA,1615870933
542,mandera,-14.5336,-75.1856,23.86,67,99,0.86,PE,1615870934
543,saku,5.3505,48.5268,27.69,73,69,6.52,SO,1615870934
544,les cayes,-1.2667,104.0833,31.61,64,22,2.57,ID,1615870935
545,ulladulla,-19.8436,34.8389,25,88,20,1.54,MZ,1615870922
546,ambilobe,9.7333,77.3,30.06,28,41,3.28,IN,1615870936
547,belle fourche,59.5833,151.2833,-4.71,83,99,0.78,RU,1615870937
548,huescar,25.5333,-103.25,15.72,10,0,1.19,MX,1615870938
549,northam,53.5102,142.9671,-1.77,91,58,9.47,RU,1615870938
550,taketa,-45.75,170.5667,15,61,58,10.28,NZ,1615870939
551,nouakchott,64.8378,-147.7164,-13,78,75,1.07,US,1615870808
552,neiafu,40.6576,-73.5832,-1,29,1,2.06,US,1615870881
553,atar,63.8385,23.1307,-1,93,90,1.54,FI,1615870941
554,taoudenni,38.7333,-28.2667,13.1,87,0,3.99,PT,1615870942
555,fukue,-1.5746,9.2618,23.46,92,100,2.36,GA,1615870943
556,aksu,20.4167,72.85,30.36,33,0,3.65,IN,1615870943
557,karpinsk,50.35,90.5,-11.1,76,95,1.86,RU,1615870944
558,ocala,52.3334,-109.9348,-5,80,73,2.06,CA,1615870945
559,acarau,-23.865,35.3833,24,94,20,1.69,MZ,1615870946
560,arlit,20.5113,76.2129,32.32,14,0,3.15,IN,1615870946
561,praia da vitoria,55.2104,34.2951,-2.17,91,100,1.9,RU,1615870860
562,kenora,26.7693,31.5021,14,88,0,4.63,EG,1615870947
563,mehamn,48.6499,-53.1147,-5,93,100,2.06,CA,1615870948
564,lorengau,36.8648,70.8342,8,49,98,2.3,AF,1615870949
565,gladstone,,,,,,,,
566,mabaruma,,,,,,,,
567,guerrero negro,,,,,,,,
568,kaeo,,,,,,,,
569,terney,,,,,,,,
570,tupik,,,,,,,,
571,konstantinovka,,,,,,,,
572,iberia,,,,,,,,
573,oranjemund,,,,,,,,
574,san benito,,,,,,,,
575,qaqortoq,,,,,,,,
576,coihaique,,,,,,,,
577,lokosovo,,,,,,,,
578,gashua,,,,,,,,
579,zambezi,,,,,,,,
580,varnamo,,,,,,,,
581,san fernando,,,,,,,,
582,blythe,,,,,,,,
583,imbituba,,,,,,,,
584,attawapiskat,,,,,,,,
585,valdosta,,,,,,,,
586,kasongo,,,,,,,,
587,barawe,,,,,,,,
588,hervey bay,,,,,,,,
589,yefimovskiy,,,,,,,,
590,abu samrah,,,,,,,,
591,zastron,,,,,,,,
592,palpa,,,,,,,,
593,hobyo,,,,,,,,
594,simpang,,,,,,,,
595,beira,,,,,,,,
596,cumbum,,,,,,,,
597,ola,,,,,,,,
598,matamoros,,,,,,,,
599,ekhabi,,,,,,,,
600,waitati,,,,,,,,
601,fairbanks,,,,,,,,
602,freeport,,,,,,,,
603,kokkola,,,,,,,,
604,ponta delgada,,,,,,,,
605,nylstroom,,,,,,,,
606,omboue,,,,,,,,
607,daman,,,,,,,,
608,mugur-aksy,,,,,,,,
609,macklin,,,,,,,,
610,inhambane,,,,,,,,
611,sao miguel dos campos,,,,,,,,
612,vyazma,,,,,,,,
613,tahta,,,,,,,,
614,bonavista,,,,,,,,
615,jurm,,,,,,,,
